Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Wednesday, September 3, 2025",All,All,All,All,All,All,All,All,All,SubLocation - Alphabetical,All,All,All,All,Y,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Cat Treatment,Avg. LOS: 9,20,A0059280461,,Cat,Domestic Shorthair,29d,Orange/,N,N,Stray/No Hold,M,Hold - Foster,Cat Treatment,,941010004628567,Cat,Mix,8/5/2025 12:00:00 AM,Tabby/,,N,9/2/2025 12:23 PM,1.10,,H,15.00 ounce,No,,1,No,,,,,482
  Dental Area,Avg. LOS: 9,1,A0059226658,,Cat,Domestic Shorthair,1m 6d,Brown/,N,N,Stray/No Hold,F,Hold - Doc,Dental Area,,,Cat,,7/28/2025 12:00:00 AM,Tabby/,,N,8/25/2025 8:05 AM,9.30,PANLEUK POSITIVE - CLEARS 9/16,Incubator,10.00 ounce,No,,1,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059265204,Templeton,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 1m 16d,Red/White,N,N,Transfer In/Other Shelter (Not SPCA),M,Hold - Surgery,Dog Adoptions A,,941010004499284,Dog,Mix,7/18/2024 12:00:00 AM,,,N,8/29/2025 1:55 PM,5.10,Needs neuter,03,49.40 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059265062,PEPE,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",10m 2d,Black/,N,N,Transfer In/Other Shelter (Not SPCA),M,Hold - Surgery,Dog Adoptions A,,941010004544649,Dog,Mix,11/1/2024 12:00:00 AM,,,N,8/29/2025 1:43 PM,5.10,Needs neuter + ear check,04,56.00 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059259522,,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",2m 5d,Tan/White,N,N,Transfer In/Furever Friends,M,Hold - Surgery,Dog Adoptions A,,941010004381905,Dog,Mix,6/29/2025 12:00:00 AM,,,N,8/29/2025 10:48 AM,5.20,,06,9.00 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059259526,,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",2m 5d,White/Black,N,N,Transfer In/Furever Friends,F,Hold - Surgery,Dog Adoptions A,,941010004202726,Dog,Mix,6/29/2025 12:00:00 AM,,,N,8/29/2025 10:48 AM,5.20,,06,8.20 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059259529,,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",2m 5d,White/Brown,N,N,Transfer In/Furever Friends,M,Hold - Surgery,Dog Adoptions A,,941010004492974,Dog,Mix,6/29/2025 12:00:00 AM,Brindle/,,N,8/29/2025 10:48 AM,5.20,,06,9.20 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059259533,,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",2m 5d,Brown/White,N,N,Transfer In/Furever Friends,F,Hold - Surgery,Dog Adoptions A,,941010004224232,Dog,Mix,6/29/2025 12:00:00 AM,Brindle/,,N,8/29/2025 10:48 AM,5.20,,06,8.80 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059259534,,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",2m 5d,White/Brown,N,N,Transfer In/Furever Friends,F,Hold - Surgery,Dog Adoptions A,,941010004179308,Dog,Mix,6/29/2025 12:00:00 AM,,,N,8/29/2025 10:48 AM,5.20,,06,7.80 pound,No,,0,No,,,,,482
  Dog Adoptions A,Avg. LOS: 8,8,A0059054823,PANDORA,Dog,Mastiff,4y 28d,Tan/Black,N,N,Seized/Protective Custody,F,Hold - Behavior Mod.,Dog Adoptions A,big mamma,941010005022583,Dog,Boerboel,8/6/2021 12:00:00 AM,,,Y,8/6/2025 10:34 AM,28.20,,09,88.00 pound,No,,1,No,,,,,482
  Dog Adoptions B,Avg. LOS: 24,2,A0058955277,Birdie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",1y 9m 1d,Black/White,N,N,Owner/Guardian Surrender/OTC,F,Available,Dog Adoptions B,Karma,981020047657278,Dog,Mix,12/2/2023 12:00:00 AM,,,Y,7/22/2025 10:36 AM,43.20,,05,44.20 pound,No,,3,Yes,,,,,482
  Dog Adoptions B,Avg. LOS: 24,2,A0059265226,Daryl,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",4y 4d,Brindle/Grey,N,N,Transfer In/Other Shelter (Not SPCA),M,Available,Dog Adoptions B,Darrell,941010004236893,Dog,Mix,8/31/2021 12:00:00 AM,,,Y,8/29/2025 1:58 PM,5.10,,09,101.20 pound,No,,0,No,,,,,482
  Dog Adoptions C,Avg. LOS: 41,4,A0056174456,TIGOR,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 7m 26d,Brindle/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,M,Available,Dog Adoptions C,,900235000839075,Dog,Mix,1/8/2024 12:00:00 AM,,,Y,8/6/2025 1:09 PM,28.10,,04,60.40 pound,No,,3,Yes,,,,,482
  Dog Adoptions C,Avg. LOS: 41,4,A0058811083,MAJOR,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",13y 2m 2d,Brown/White,N,Y,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Available,Dog Adoptions C,,982000407545668,Dog,Mix,7/1/2012 12:00:00 AM,,,Y,7/1/2025 8:52 AM,64.30,,05,66.00 pound,No,,3,Yes,,,,,482
  Dog Adoptions C,Avg. LOS: 41,4,A0058910423,Harlow,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",4y 1m 19d,Tan/White,N,Y,Seized/Signed Over,F,Available,Dog Adoptions C,ZOE,981020039508050,Dog,Mix,7/15/2021 12:00:00 AM,,,Y,7/15/2025 11:15 AM,50.20,,06,45.40 pound,No,,3,Yes,,,,,482
  Dog Adoptions C,Avg. LOS: 41,4,A0059086932,HENRY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 23d,White/,N,N,Seized/Abandoned,M,Available,Dog Adoptions C,,941010004606813,Dog,Mix,8/11/2024 12:00:00 AM,,,Y,8/11/2025 2:12 PM,23.00,,08,48.00 pound,No,,3,Yes,,,,,482
  Dog Adoptions D,Avg. LOS: 29,3,A0059226469,Blu,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",7m 11d,Blue/White,N,N,Seized/Signed Over,M,Available - ITFF Medical,Dog Adoptions D,,941010004197501,Dog,Mix,1/23/2025 12:00:00 AM,,,Y,8/23/2025 2:01 PM,11.00,,07,54.00 pound,No,,3,No,,,,,482
  Dog Adoptions D,Avg. LOS: 29,3,A0058804353,Petey,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 6d,Black/White,N,Y,Return/Owned 30 Days or Less - OTC!,M,Available,Dog Adoptions D,Puppy,941010004182381,Dog,Mix,8/28/2024 12:00:00 AM,,,Y,7/29/2025 10:47 AM,36.20,,08,45.00 pound,No,,3,Yes,,,,,482
  Dog Adoptions D,Avg. LOS: 29,3,A0058981296,Brody,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",2y 4m 10d,Brown/White,N,N,Transfer In/Buffalo City Animal Shelter,M,Available,Dog Adoptions D,,941010004368730,Dog,Mix,4/24/2023 12:00:00 AM,,,Y,7/25/2025 1:34 PM,40.10,,09,56.40 pound,No,,3,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059265048,TROUT,Dog,"Chihuahua, Short Coat",N/A,Blond/,,N,Transfer In/Other Shelter (Not SPCA),M,Hold - Surgery,Dog Holding E,,,Dog,Mix,,,,N,8/29/2025 1:40 PM,5.10,Neuter + intake/PE,01,4.40 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059271225,,Dog,"Terrier, American Pit Bull",2y 2d,Red/,N,U,Seized/Abandoned,F,Hold - Legal Notice,Dog Holding E,,941010003589521,Dog,Mix,9/1/2023 12:00:00 AM,,,Y,8/30/2025 2:36 PM,4.00,,02,39.20 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0058864066,,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 2d,Brindle/,N,N,Stray/OTC,F,Hold - Surgery,Dog Holding E,,941010004212501,Dog,Mix,7/1/2025 12:00:00 AM,,,N,7/8/2025 11:49 AM,57.20,,03,10.60 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0058864067,,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 2d,Brindle/,N,N,Stray/OTC,F,Hold - Surgery,Dog Holding E,,941010004180606,Dog,Mix,7/1/2025 12:00:00 AM,,,N,7/8/2025 11:49 AM,57.20,,03,11.40 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059054832,COTTON CANDY,Dog,Mastiff,2m 9d,Tan/Black,N,N,Seized/Protective Custody,F,Hold - Surgery,Dog Holding E,,941010004611584,Dog,Mix,6/25/2025 12:00:00 AM,,,N,8/6/2025 10:34 AM,28.20,NEEDS SPAY,05,14.60 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059054867,KETTLE CORN,Dog,Mastiff,2m 9d,Tan/,N,N,Seized/Protective Custody,F,Hold - Surgery,Dog Holding E,,941010004497118,Dog,Mix,6/25/2025 12:00:00 AM,,,N,8/6/2025 10:34 AM,28.20,NEEDS SPAY,05,16.40 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059208222,COLGATE,Dog,"Terrier, American Pit Bull",1y 13d,Tan/White,N,N,Seized/Cruelty,M,Hold - Surgery,Dog Holding E,,,Dog,Mix,8/21/2024 12:00:00 AM,,,N,8/20/2025 5:08 PM,13.90,,06,43.00 pound,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059265181,Riff Raff,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 6m 0d,Brindle/White,N,N,Transfer In/Other Shelter (Not SPCA),M,Hold - Surgery,Dog Holding E,,941010004504397,Dog,Mix,3/3/2024 12:00:00 AM,,,N,8/29/2025 1:51 PM,5.10,Needs neuter,07,59.40 pound,No,,0,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059013434,Zane,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 7m 26d,Black/,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,M,Hold - Bite/Scratch,Dog Holding E,Zeus,900235000839031,Dog,Mix,1/8/2024 12:00:00 AM,,,Y,8/6/2025 7:43 AM,28.30,NEEDS NEUTER AND INTAKE SERVIC,08,60.00 pound,No,,0,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059257872,Bud,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",11y 9d,White/Black,N,N,Seized/Signed Over,M,Hold - Doc,Dog Holding E,A0059236504,,Dog,Mix,8/25/2014 12:00:00 AM,,,N,8/25/2025 3:47 PM,9.00,,10,61.00 pound,No,,0,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0059289091,,Dog,"Poodle, Standard",N/A,White/Black,N,U,Seized/Cruelty,U,Hold - Legal Notice,Dog Holding E,,,Dog,"Retriever, Labrador",,,,U,9/3/2025 1:05 PM,0.10,,11,,No,,1,No,,,,,482
  Dog Holding E,Avg. LOS: 24,12,A0058917898,Zeus,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 1m 18d,Tan/Black,N,N,Seized/Signed Over,M,Available - Behind the Scenes,Dog Holding E,,941010004222278,Dog,Mix,7/16/2024 12:00:00 AM,,,Y,7/16/2025 12:19 PM,49.10,,12,55.00 pound,No,,3,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0058864061,BiscuIt,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 2d,Brown/White,N,N,Stray/OTC,F,Hold - Surgery,Dog Holding F,Bagel,941010004244762,Dog,Mix,7/1/2025 12:00:00 AM,,,N,7/8/2025 11:49 AM,57.20,,01,9.00 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0058864064,Peanut,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",2m 2d,Brown/Black,N,N,Stray/OTC,F,Hold - Surgery,Dog Holding F,,941010004227703,Dog,Mix,7/1/2025 12:00:00 AM,Brindle/,,N,7/8/2025 11:49 AM,57.20,,01,7.20 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059264283,lola,Dog,"Bulldog, English",7y 5d,Brindle/White,N,N,Stray/Field,F,Hold - For RTO,Dog Holding F,,985112010631874,Dog,Mix,8/29/2018 12:00:00 AM,,,Y,8/29/2025 12:37 PM,5.10,has an adopter - see memo,02,40.60 pound,No,,0,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059235297,Fritz,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",N/A,Black/Brown,N,N,Stray/OTC,M,Hold - Doc,Dog Holding F,,,Dog,Mix,,,,N,8/25/2025 2:20 PM,9.00,recheck of jaw,03,17.20 pound,No,,0,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059222909,NYLA,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",9y 4d,Tan/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Hold - Legal Notice,Dog Holding F,,985112008331345,Dog,Mix,8/31/2016 12:00:00 AM,,,N,8/29/2025 11:00 AM,5.20,HOLD LEGAL NOTICE,04,55.00 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059054848,,Dog,Mastiff,2m 9d,Tan/Black,N,N,Seized/Protective Custody,F,Hold - Behavior,Dog Holding F,,941010004610878,Dog,Mix,6/25/2025 12:00:00 AM,,,Y,8/6/2025 10:34 AM,28.20,med clear for adoption,05,12.60 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059054857,,Dog,Mastiff,2m 9d,Black/Tan,N,N,Seized/Protective Custody,F,Hold - Adopted!,Dog Holding F,,941010004238257,Dog,Mix,6/25/2025 12:00:00 AM,,,Y,8/6/2025 10:34 AM,28.20,med clear for adoption,05,14.00 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0056168108,SNOOPY,Dog,"Terrier, American Pit Bull",1y 7m 16d,White/Black,N,Y,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Hold - Doc,Dog Holding F,,900235000829318,Dog,Mix,1/18/2024 12:00:00 AM,,,Y,8/29/2025 8:47 AM,5.30,REVIEW BLOODWORK,06,40.60 pound,No,,3,Yes,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059265092,KING CONDRELL,Dog,"Terrier, Pit Bull",2y 3m 4d,White/Black,N,N,Transfer In/Other Shelter (Not SPCA),M,Hold - Surgery,Dog Holding F,,,Dog,Mix,5/30/2023 12:00:00 AM,Spotted/,,N,8/29/2025 1:46 PM,5.10,Needs neuter,07,62.00 pound,No,,0,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059187085,Creme,Dog,Cane Corso,1y 16d,Tan/,N,N,Seized/Cruelty,F,Hold - Cruelty Foster,Dog Holding F,,,Dog,Mix,8/18/2024 12:00:00 AM,,,N,8/18/2025 9:48 AM,16.30,,08,79.00 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059100555,GIVENCY,Dog,"Terrier, Staffordshire Bull",3y 21d,Blue/,N,N,Seized/Abandoned,M,PTS,Dog Holding F,,,Dog,Mix,8/13/2022 12:00:00 AM,Merle/,,N,8/13/2025 10:58 AM,21.20,,09,,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059100571,DIOR,Dog,"Terrier, Staffordshire Bull",5y 6m 23d,Blue/White,N,U,Seized/Abandoned,F,Hold - Surgery,Dog Holding F,,999001912000997,Dog,Mix,2/11/2020 12:00:00 AM,,,Y,8/13/2025 10:58 AM,21.20,,10,62.00 pound,No,,1,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059077128,Bruce,Dog,German Shepherd,4y 20d,Black/Tan,N,N,Seized/Signed Over,M,Hold - Doc,Dog Holding F,,,Dog,Mix,8/14/2021 12:00:00 AM,,,Y,8/9/2025 10:30 AM,25.20,NEEDS SX/ XRAYS,11,54.20 pound,No,,0,No,,,,,482
  Dog Holding F,Avg. LOS: 21,14,A0059208214,,Dog,"Terrier, American Pit Bull",4y 14d,Black/White,N,N,Seized/Cruelty,F,Hold - Complaint,Dog Holding F,,941010004630395,Dog,Mix,8/20/2021 12:00:00 AM,,,N,8/20/2025 5:08 PM,13.90,,12,60.00 pound,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0058648104,Duck Vader,Bird,Duck,N/A,Black/,,N,Stray/OTC,U,In Foster to Adopt,Farm,,,Farm Type Fowl,,,,,N,6/5/2025 1:16 PM,90.10,,Foster Farm,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0058653310,Quack Efron,Bird,Duck,N/A,Brown/,,N,Stray/OTC,U,In Foster to Adopt,Farm,,,Farm Type Fowl,,,,,N,6/5/2025 6:00 PM,89.90,,Foster Farm,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0058942685,Little Foot,Bird,Duck,1m 26d,Yellow/Brown,,N,Stray/OTC,U,In Foster to Adopt,Farm,,,Farm Type Fowl,,7/8/2025 12:00:00 AM,,,N,7/19/2025 3:06 PM,46.00,,Foster Farm,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0036675257,Brooster,Bird,Chicken,8y 5m 2d,Rust/Black/Red,N,N,Stray/Field,M,Permanent Resident,Farm,,,Farm Type Fowl,,4/1/2017 12:00:00 AM,,,N,9/28/2017 11:11 AM,2897.20,,Stall #1,,No,,3,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0038590512,Lady Marmalade,Bird,Chicken,7y 4m 14d,Apricot/White,N,N,Stray/OTC,F,Permanent Resident,Farm,,,Farm Type Fowl,,4/20/2018 12:00:00 AM,,,N,5/17/2018 3:28 PM,2666.00,,Stall #1,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0041015190,Frenchy,Bird,Chicken,N/A,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Permanent Resident,Farm,,,Farm Type Fowl,,,,,N,3/7/2019 11:08 AM,2372.20,,Stall #1,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0054810701,Itty Bitty Betty,Bird,Chicken,N/A,Black/,N,N,Stray/OTC,F,Permanent Resident,Farm,,,Farm Type Fowl,,,,,N,11/18/2023 12:17 PM,655.10,,Stall #1,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0054953947,Iris,Bird,Chicken,N/A,Lavender/,N,N,Seized/Cruelty,F,Permanent Resident,Farm,Garage 138,,Farm Type Fowl,,,,,N,12/14/2023 5:59 PM,628.90,Clear for dispo- Signed Over 8,Stall #1,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0057300395,"Emerson ""Emmy""",Bird,Chicken,1y 9m 8d,White/Cream,,U,Stray/OTC,F,Permanent Resident,Farm,,,Farm Type Fowl,,11/26/2023 12:00:00 AM,,,U,11/19/2024 8:45 AM,288.30,,Stall #1,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0054953161,Bonnie,Livestock,Nubian,N/A,Brown/White,N,N,Owner/Guardian Surrender/Court Ordered Sign Over,F,Permanent Resident,Farm,Garage 18,,Goat,Boer,,,,N,2/2/2024 3:54 PM,579.00,S/O Cleared For Dispo,Stall #2,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0054953163,Clara,Livestock,Boer,1y 11m 19d,White/Black,N,N,Owner/Guardian Surrender/Court Ordered Sign Over,F,Permanent Resident,Farm,Garage 19,,Goat,Nubian,9/15/2023 12:00:00 AM,,,N,2/2/2024 3:54 PM,579.00,,Stall #2,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0059186760,,Bird,Duck,N/A,Yellow/White,N,N,Stray/OTC,U,Evaluate,Farm,,,Farm Type Fowl,,,,,N,8/17/2025 8:43 AM,17.30,,Stall #2,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0059186762,,Bird,Duck,N/A,Yellow/White,N,N,Stray/OTC,U,Evaluate,Farm,,,Farm Type Fowl,,,,,N,8/17/2025 8:43 AM,17.30,,Stall #2,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0059186763,,Bird,Duck,N/A,Yellow/White,N,N,Stray/OTC,U,Evaluate,Farm,,,Farm Type Fowl,,,,,N,8/17/2025 8:43 AM,17.30,,Stall #2,,No,,2,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0059286626,AZAD,Equine,Appaloosa,N/A,White/Red,N,N,Seized/Protective Custody,F,Hold - Legal Notice,Farm,,,Pony,Appaloosa,,Roan/Spotted,,N,9/3/2025 10:52 AM,0.20,,Stall #3,,No,,1,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0000782604,Xylord,Equine,Miniature Horse,32y 3m 2d,Black/White,N,Y,Seized/Cruelty,M,Permanent Resident,Farm,,,Mini Horse,,6/1/1993 12:00:00 AM,,,Y,12/22/1997 12:09 AM,10117.60,,Stall #5,,No,,3,No,,,,,482
  Farm,Avg. LOS: 1241,17,A0058972687,KAHLUA,Miniature Pig,Kune Kune Mini-pig,1y 1m 10d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Evaluate,Farm,,,Miniature Pig,,7/24/2024 12:00:00 AM,,,N,7/29/2025 11:43 AM,36.20,,Stall #6,181.00 pound,No,,3,No,,,,,482
  Feature Room 1,Avg. LOS: 36,1,A0058917943,Oscar,Cat,Domestic Shorthair,4y 1m 18d,Black/White,N,Y,Return/Owned 30 Days or Less - OTC!,M,Available,Feature Room 1,,941010004192705,Cat,,7/16/2021 12:00:00 AM,,,Y,7/29/2025 11:26 AM,36.20,,Feature Room 1,10.25 pound,No,,3,No,,,,,482
  Feature Room 2,Avg. LOS: 55,1,A0054196266,WENDELL,Cat,Domestic Shorthair,2y 12d,Brown/,N,Y,Return/Owned 30 Days or Less - OTC!,M,Available,Feature Room 2,,941010001462745,Cat,,8/22/2023 12:00:00 AM,Tabby/,,Y,7/10/2025 2:43 PM,55.00,,Feature Room 2,12.60 pound,No,,3,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0058874853,LEMONADE,Cat,Domestic Shorthair,2m 9d,Orange/,N,N,Stray/No Hold,M,Hold - Behavior,Foster Care Room,,941010004188652,Cat,,6/25/2025 12:00:00 AM,Tabby/,,Y,7/9/2025 2:29 PM,56.00,med clear for adoption,02,2.00 pound,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059050668,CHRIS,Cat,Domestic Shorthair,2m 27d,Black/,N,N,Transfer In/SPCA - Other Counties,M,Hold - Behavior,Foster Care Room,,985113010199275,Cat,,6/7/2025 12:00:00 AM,,,Y,8/6/2025 2:28 PM,28.00,med clear for adoption,03,3.25 pound,No,,0,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059050679,QUAGMIRE,Cat,Domestic Shorthair,2m 27d,Black/White,N,N,Transfer In/SPCA - Other Counties,F,Hold - Surgery,Foster Care Room,,985113010199643,Cat,,6/7/2025 12:00:00 AM,,,N,8/6/2025 2:28 PM,28.00,,03,3.00 pound,No,,0,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059050700,LOIS,Cat,Domestic Shorthair,2m 27d,Black/,N,N,Transfer In/SPCA - Other Counties,F,Hold - Surgery,Foster Care Room,,985113010199778,Cat,,6/7/2025 12:00:00 AM,,,N,8/6/2025 2:28 PM,28.00,,03,2.75 pound,No,,0,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059269123,,Cat,Domestic Shorthair,1m 1d,Brown/,N,N,Stray/No Hold,F,Hold - Foster,Foster Care Room,,941010004265664,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,4.30,CLEAR FOR FOSTER,04,14.50 ounce,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059269124,,Cat,Domestic Shorthair,1m 1d,Brown/,N,N,Stray/No Hold,M,Hold - Foster,Foster Care Room,,941010004482644,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,4.30,CLEAR FOR FOSTER,04,15.00 ounce,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059269125,,Cat,Domestic Shorthair,1m 1d,Brown/,N,N,Stray/No Hold,M,Hold - Foster,Foster Care Room,,941010004519524,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,4.30,CLEAR FOR FOSTER,04,13.50 ounce,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059269127,,Cat,Domestic Shorthair,1m 1d,Brown/,N,N,Stray/No Hold,F,Hold - Foster,Foster Care Room,,941010004519599,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,4.30,CLEAR FOR FOSTER - ON MEDS,04,1.00 pound,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059020773,Bay,Cat,Domestic Shorthair,2m 21d,Black/,N,N,Stray/No Hold,F,Hold - Surgery,Foster Care Room,Binx,941010004374863,Cat,Mix,6/13/2025 12:00:00 AM,,,N,7/31/2025 3:22 PM,34.00,,05,2.90 pound,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059024547,Hudson,Cat,Domestic Medium Hair,2m 14d,Brown/,N,N,Stray/No Hold,M,Hold - Surgery,Foster Care Room,,941010004219062,Cat,Mix,6/20/2025 12:00:00 AM,Tabby/,,N,8/1/2025 9:23 AM,33.30,,05,2.40 pound,No,,1,No,,,,,482
  Foster Care Room,Avg. LOS: 21,11,A0059270843,OZZY,Cat,Domestic Shorthair,3m 4d,Black/White,N,N,Stray/No Hold,M,Hold - Surgery,Foster Care Room,,941010004493085,Cat,,5/30/2025 12:00:00 AM,,,N,8/30/2025 1:48 PM,4.10,,07,2.60 pound,No,,1,No,,,,,482
  Foster Home,Avg. LOS: 61,253,A0046861476,Brooklyn,Other,American,N/A,Silver/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Lunar,982091062187762,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1638.10,medically cleared,Foster Home,8.75 pound,No,,3,Yes,,,,,482
  Foster Home,Avg. LOS: 61,253,A0046861487,Broadway,Other,American,N/A,Sable/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Permanent Resident,Foster Home,Morgan,982091062187875,Rabbit,Mix,,,,Y,3/10/2021 1:36 PM,1638.10,medically cleared,Foster Home,9.90 pound,No,,3,Yes,,,,,482
